0.9250968 0.7601331 0.4933352
0.8774212 0.6058584 0.3921044
0.8390051 0.4047808 0.5916163
0.4766235 0.8606048 0.3309877
0.933162 0.4216754 0.09269157
0.891086 0.3657889 0.4588641
0.07707505 0.7401348 0.3414226
0.3254354 0.1269985 0.8046752
0.1044279 0.9119275 0.3331852
0.3109104 0.8132449 0.3046084
0.8311517 0.07542083 0.5255645
0.09319691 0.7388139 0.3050486
0.5502939 0.2055881 0.4198849
0.9189374 0.4965685 0.8090733
0.9175267 0.9439557 0.6963462
0.3430448 0.7789048 0.8422008
0.92613 0.758105 0.1936335
0.07622991 0.4012761 0.1572376
0.1553666 0.8951305 0.2800231
0.4455928 0.1840619 0.3462643
0.7963559 0.6788715 0.9394413
0.6272244 0.9346005 0.09698601
0.3680065 0.9437518 0.6798746
0.7041923 0.1576357 0.4781336
0.4872795 0.2735154 0.5919558
0.3106473 0.8787047 0.9243062
0.6947632 0.1638428 0.677359
0.8421378 0.1723031 0.5124351
0.4627979 0.1977347 0.09052494
0.8528855 0.1131419 0.6872824
0.8915876 0.5610875 0.4802589
0.6702381 0.8067561 0.06388944
0.3672484 0.6894658 0.3974545
0.4311534 0.4188856 0.809144
0.1928921 0.8077418 0.1262006
0.3060412 0.8584723 0.8433865
0.6489852 0.9121773 0.8500601
0.3816831 0.3779055 0.4513249
0.4092222 0.280723 0.2440672
0.3146578 0.7750137 0.9161655
0.6842831 0.6330861 0.5917519
0.2941757 0.3307613 0.3030372
0.330696 0.6340832 0.1927694
0.3313691 0.4067204 0.08077279
0.3207756 0.7371313 0.2683282
0.3411306 0.5096868 0.6755236
0.1486675 0.2275294 0.908213
0.7304126 0.1233264 0.1515217
0.04845385 0.3039561 0.923881
0.2315377 0.3849314 0.5491735
0.6877389 0.6877106 0.542151
0.1115399 0.06988759 0.3835673
0.533823 0.4103064 0.5848682
0.7396156 0.7508998 0.2284032
0.7401735 0.4669103 0.04941888
0.1651021 0.3038112 0.2718383
0.4483256 0.1507206 0.3113874
0.05798398 0.8842719 0.2712947
0.2738812 0.9511179 0.1363896
0.5256665 0.2697427 0.9017394
0.7237597 0.874935 0.09466955
0.4076993 0.5350147 0.2237717
0.2951448 0.8084108 0.7331669
0.1486806 0.0827739 0.2833031
0.2726526 0.9524924 0.8706875
0.8956836 0.8006862 0.8065771
0.832186 0.05188134 0.213021
0.4436691 0.9163404 0.4377374
0.7799591 0.7673493 0.6384956
0.1799062 0.5310706 0.8006613
0.1338771 0.6799576 0.6316848
0.481642 0.7022961 0.5130513
0.9102961 0.7422265 0.5507684
0.1082808 0.3189613 0.4517795
0.3941978 0.4418988 0.8922451
0.8222638 0.09618896 0.4919889
0.445881 0.4610773 0.358077
0.9110288 0.9491413 0.4236268
0.8133169 0.08925667 0.2887047
0.5675729 0.6599486 0.06741802
0.268021 0.5074638 0.3030969
0.6703407 0.7842648 0.5855399
0.8436508 0.7852992 0.1057018
0.09387814 0.8449491 0.3541518
0.4061506 0.4165632 0.6483499
0.2565376 0.4490732 0.5381681
0.578966 0.7361571 0.5240991
0.1163772 0.474503 0.5091072
0.5780948 0.5809588 0.4223153
0.9158896 0.6519228 0.1622108
0.6239459 0.1704514 0.6819792
0.5023448 0.2178771 0.9193549
0.09108339 0.93218 0.7480944
0.6811621 0.4186452 0.5125662
0.8675684 0.6642694 0.8915236
0.2871543 0.4819804 0.4854888
0.8000775 0.2778127 0.6214868
0.3273605 0.8701957 0.5431923
0.3980175 0.1430241 0.78003
0.7552975 0.4979182 0.8194553
0.539911 0.8660163 0.08265938
0.3790852 0.6297784 0.3778375
0.4411289 0.6964267 0.479585
0.4066501 0.7291026 0.9181297
0.6926361 0.3466079 0.1601248
0.2421932 0.200727 0.8858562
0.1565441 0.4805252 0.7554743
0.6215632 0.4634261 0.7870128
0.5768453 0.7124751 0.1332466
0.3483486 0.8271118 0.794585
0.5236806 0.3492022 0.4980495
0.3868988 0.9066049 0.4550608
0.7744756 0.566415 0.5495992
0.694785 0.1318819 0.5506696
0.3743992 0.3650068 0.4768839
0.954469 0.8184799 0.1286373
0.9208924 0.6400878 0.05523206
0.4771359 0.8827311 0.6578786
0.3412293 0.2361634 0.4134213
0.650306 0.4270257 0.2201721
0.5579073 0.8292593 0.1922821
0.7393455 0.3202228 0.2238875
0.5891852 0.3730839 0.8242695
0.1602012 0.3782587 0.1175442
0.9195091 0.4710017 0.4707477
0.3237928 0.6933774 0.7600929
0.4912381 0.3861364 0.3445083
0.4374861 0.8758683 0.6523942
0.2821323 0.6489667 0.2023746
0.7132494 0.1121306 0.728172
0.820421 0.4468462 0.696691
0.4348526 0.3619809 0.05979225
0.5857059 0.8579429 0.8488046
0.1985456 0.3065462 0.1038415
0.5919446 0.5802106 0.3410341
0.5722914 0.5558131 0.2757915
0.4212008 0.646808 0.0792433
